track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_id,playlist_name
51UtgWS4z1eMPuLQOzPtNH,Amber,41Q0HrwWBtuUkJc7C1Rp6K,311,0OsjlbBaSZFbZnXGAUysMG,211080,2004-06-08,66,0.659,0.727,4,-8.638,0,0.0455,0.119,0.00427,0.1,0.748,166.163,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,5xUf6j4upBrXZPg6AI4MRK,Soundgarden,29sTacnS0qA9xri6YS8xLA,318586,1994-03-09,77,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
2JdzB67NvIa90K4gEZPLeX,Lump,1lZvg4fNAqHoj6I9N8naBM,The Presidents Of The United States Of America,5xxeAo8AVneH1OKO5vR604,134200,1995,70,0.499,0.873,6,-3.902,1,0.0386,0.00468,0.0,0.165,0.864,142.726,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
6KtLECDztnah63TNmV4Plw,Wish You Were Here,3YcBF2ttyueytpXtEzn1Za,Incubus,1rQZbncicoXyB64DqoH7OY,212733,2001-10-23,71,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
15HadeuRG9THazDGzLH8ZU,Pretty Fly (For a White Guy),5LfGQac0EIXyAN8aUwmNAQ,The Offspring,7rgq4mAjZOPGVJCRF56FU4,188106,1998-11-17,0,0.72,0.898,11,-3.701,0,0.0997,0.0962,0.0,0.0675,0.964,143.431,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1uCqIhOePc6hDMG2ijk8sp,Little Miss Can't Be Wrong,2PSiyldxmJze7xiqbz658m,Spin Doctors,3jx5C8Z66FwdjNkqsSDBQh,232720,1991,58,0.515,0.903,0,-8.832,1,0.0443,0.014,0.0218,0.38,0.927,116.44,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
18ZOH3KKu5Elt5ysocFyX4,All Mixed Up,41Q0HrwWBtuUkJc7C1Rp6K,311,6VIeIM5tetuv7FrYxISffU,179600,1995-07-11,63,0.76,0.702,10,-9.404,0,0.0716,0.0104,0.0,0.38,0.659,92.324,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,2gToC0XAblE9h3UZD6aAaQ,268360,1997-04-08,76,0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
1t2Hq2WIBcZINOEnK6mdJG,Save Tonight,3ngKsDXZAssmljeXCvEgOe,Eagle-Eye Cherry,3P2WRy9eBoBbSTCZWGQOoO,239226,1998-07-13,66,0.547,0.693,0,-8.786,1,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
7GptbanebPZYkLPvjNfd6m,Buddy Holly,3jOstUTkEu2JkjvRdBA5Gu,Weezer,33CmI2lR8PnQwz6133Mc7l,159586,1994-05-10,0,0.535,0.931,8,-4.012,1,0.0451,0.00611,7.26e-05,0.0887,0.825,120.958,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
7mnGQesk1TzQLzQ9bYWZPR,She's so High,3KEb1kbIZN5jumsjFEWgSW,Tal Bachman,3v17hBg9lx5vdJQ8Dfr6OD,224693,1999-02-23,72,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,20LKsiDZd4ALrlihncFcFa,90s Alternative Rock
